"","RH41.PS.1","RH41.PS.2","RH41.PS.3","RH41.PR.1","RH41.PR.2","RH41.PR.3","RH41.PR.4","RH41.PR.5","NCIH520.PS.1","NCIH520.PS.2","NCIH520.PS.3","NCIH520.PR.1","NCIH520.PR.2","NCIH520.PR.3","SJCRH30.PS.1","SJCRH30.PS.2","SJCRH30.PS.3","SJCRH30.PR.1","SJCRH30.PR.2","SJCRH30.PR.3"
"VGLL2",8.37087035288959,7.93425935214555,7.85047895605897,5.77243272704677,5.88131053772082,6.07644475066824,5.88544148987852,6.12351636565202,4.18952141767011,4.62121007537488,3.7326886429196,4.34611860566717,4.14439213823442,3.8597646454751,5.30319720932004,5.17234267057587,4.80541848383628,5.55024515370321,5.11118944689827,5.41018915117376
"CNOT6L",7.91660239305607,7.77368310981716,7.86686995634127,7.35548436780321,7.46188675273336,7.06448155791255,7.07343032784192,7.21843989345971,7.61418526096008,7.0369730035887,7.62108891897733,7.40720872197262,7.49861865823283,7.64419437488016,8.8110333999654,8.82576704229373,8.79012611727913,8.36234809598264,8.39743672843386,8.41325989554088
"FUCA1",3.39401277048342,3.73358037822636,3.58220288721593,3.76935667828638,4.24446094259133,4.42521388648704,3.94535073304677,4.18635031849323,5.28573604551248,5.18756434145214,5.72271330969556,5.16026256919,5.11455051666499,5.18880570405212,3.51782507269687,3.35438931630028,3.35403092971527,3.86461597485721,3.72115646179517,3.5157582525616
"FUT8",7.40064457434602,6.77593540520855,7.37957620589469,7.29827795308611,7.09544011492509,7.00934907725279,6.96372818422138,7.00371160845891,6.29011380950827,6.74140283684278,6.59079627219651,8.54881065761749,8.63923145222827,8.81578142448731,6.11367503846029,6.42864476854003,5.88850223427339,6.08261551145483,5.87327696844206,5.91180699471066
"KDSR",7.36995817142645,7.14426366480431,7.29843746520905,7.44442608791695,7.42297459364603,7.69640272793726,7.51415950016602,7.36073727894995,6.5603399182073,6.68801918275245,6.50334786538865,6.08953205763962,5.86033102352474,6.27374257714245,6.31345705522642,6.19295233990343,6.18066498816866,6.68315365326242,6.48736999728859,6.44279133943825
"CADM2",8.85415525906762,8.51534179511704,8.45717554548632,7.31367684145593,7.75983678504557,7.53861018953108,7.61232706053746,7.67619244166546,3.60340232651793,2.476324913245,3.13631439411133,2.2919304971602,3.11441120959538,3.42024403162125,4.8132870813002,4.31473445078316,4.14044680369795,5.79082953015108,6.24055113121069,5.87423494381727
"IFI6",7.57193216406647,7.5132860163996,8.14048944316976,11.5970096087125,11.9078467226631,11.9333758930991,12.0134075353798,12.2310789985438,7.61664392931043,7.99768607555855,7.87884897452742,8.23833657382768,8.59800949620416,8.38573745287841,7.30231363241936,7.3424828399874,7.11486933143692,6.96154944392505,6.72747608770901,6.42200872949204
"CNIH2",8.15136861295232,8.2171693599704,8.08986440335754,6.3607681109479,6.31741105597469,5.9883122885389,6.19105259280054,6.60915360316721,5.22688446454446,4.99866327802916,5.12739502510766,5.33693214323685,5.93308646722917,5.94475988986275,6.20959819244011,5.85458251191854,5.85061261216034,6.94682277319676,6.76964044122008,6.66180229963613
"TMCO4",8.17366149283168,8.12855301484784,8.11152449388585,7.77355096052903,7.63180922243212,7.87800917331564,7.63489816479162,7.48952770050391,4.52365681351838,4.29059215140594,4.82723307589785,5.45350213237836,5.34370495946522,5.81533488354732,6.41963425393541,6.6076125165855,6.35779878531552,6.31777019860266,5.7233166011382,6.27707873181754
"CFAP299",4.56183060245448,4.30028097200407,3.97212340730814,3.7432694516135,3.29285679534078,3.14799876505052,3.40495495637431,3.01421922064247,3.0059205602678,3.25591526169121,3.21376244182791,3.18667625412768,3.09825639098077,3.5978701693715,3.94432593747504,4.00932414427992,4.37441766619659,3.90187712259225,3.7607523579149,3.97328688612025
"ZNF718",5.72143460657709,4.97378505705346,5.87710895735526,4.9519941907164,5.79160160237911,5.30450643578336,5.57787965964426,5.32103277872629,4.82167349914955,4.82003601794141,4.90791496128403,5.46777093792233,5.94478107454663,6.36033463044085,4.22926141212444,4.65163456582404,4.19581860770654,5.16050260714487,5.02821676092202,4.98827867673632
"NPNT",6.20175480029458,5.92790425283411,6.82204166880179,6.78676063956317,7.28830997935059,7.24515855242234,6.89496493517357,7.2116599224136,3.80013305758205,3.98462292289644,4.63265271433343,5.15130594117978,5.45334531368504,5.43729496774183,7.28964206392059,7.33077923354402,6.84644712564569,7.02647501226526,7.26463838402152,7.31284889137433
"SYT14",5.26751918641447,5.05419794442634,5.20688404671876,3.80493455738061,4.61636789546332,4.81073212051023,4.64141589566111,4.68009911885391,3.44578989289201,3.2277570351645,2.93034660102933,3.80262497268672,4.08907137831137,4.07214113432225,3.17266683140231,2.74711639714084,3.18286664527557,2.84745666353429,2.8885747497613,3.0781489313046
"ST6GALNAC3",6.53801375732295,6.51800485799749,6.47145246563258,6.56612063468393,6.72858006720584,6.89671115100251,7.08507136242863,6.43920580852185,4.59876482040447,4.32798982247698,4.63904840010024,5.4773947378211,6.30746060883885,5.71873111378524,7.15313437704894,7.03108781389828,6.84889223246744,7.52756011252248,7.65297864516219,7.29120517452731
"MFSD8",6.42174600759146,5.82373351192817,6.17867138705335,6.21510516094155,6.45437742047718,6.50333634789865,6.66182759501419,6.48876892505837,7.03309267341741,6.91083696217298,6.98246017850783,5.00523360736439,5.96152506087526,5.97747940409775,4.14943944908743,4.14735694822807,3.98555143041342,3.40840611279732,3.69491566060884,3.53993449334796
"MAMDC2",3.44545824437742,3.7203882004043,3.27052914301165,8.37045503207317,8.24406505824005,8.27758195006925,8.21117398286284,8.13587601753968,4.07211527445557,4.19153248123995,3.49574298109518,4.37047619342302,3.41470605027855,3.22477041375068,6.52678946400412,6.56696579268956,6.24845153106142,6.6424120620106,6.4686854430194,6.87419208837077
"SERINC5",6.89060433630911,6.24956950696146,6.73916535358101,7.01395844703253,7.33959716328186,7.42592123972841,7.20560836047502,7.08818543155118,7.79996434688359,8.03320898397478,7.82641949561341,9.66029463801919,9.80691980284401,9.73781203217305,6.96779176597059,6.67720596086449,6.86242190476798,6.42401067331418,5.65485982763338,6.10499463093335
"FRMD3",4.83408658829827,4.83251760109195,4.39070118936645,5.71656577766257,5.85940220003677,5.94795776386396,5.7117775086658,5.29249685849991,5.74622445893273,5.94533042632728,5.87572125768157,7.5384742953761,7.73607230967338,7.689477218987,6.69627820246531,6.78342257118171,6.54728094500532,4.30129433219554,4.43477742842624,4.3465466051754
"SNX33",6.22642774598116,5.99729753903736,6.26668744058612,6.44673935661999,6.65212402042855,6.78296282647681,6.45411479203339,6.48393272927969,4.91101084624622,4.08548309808243,4.10627688800254,3.91104095096776,3.36425334962748,3.59014520572885,5.38083024306373,4.89153874710672,5.05416365236745,5.53874055848793,5.5067526269057,5.33998227144178
"KIAA1549L",6.80388094589636,6.25541569808574,6.54275589592498,5.34556291856342,5.74611093323775,5.82396007312103,5.91993956333408,5.24329067129563,5.27694418031264,4.79949777333482,4.81739721249829,5.07767319669982,4.02159105624832,4.82596175883433,6.32140521358394,6.11210735027556,6.25692211084845,5.63644378401921,5.06929720074944,5.10254303309854
"QPCT",4.49701150807159,4.255588037738,4.12142232295381,4.45316582390166,4.14132292180842,3.37153991636345,4.26346549685088,4.38365494991911,9.18127005376024,9.55788480462435,9.29446792309389,8.36565125281407,8.42877164199061,8.1906050044944,5.35578633639429,5.34542757277436,5.26617782899455,5.1339637655335,5.39369557497823,4.64341344445034
"SLC39A6",8.65575960194376,8.27224293625847,8.48723445438744,9.14178447840743,8.99670223687533,9.2342627979168,9.10808958281892,9.17077873122335,7.74670804201366,7.54076336135765,7.7684089141605,7.53773779313081,7.68771425262233,7.69592812623901,7.73501822559172,7.26749930449322,7.42929433926426,7.87539290270926,7.75817528623751,7.91962162518062
"RAB26",5.87977528982983,5.98856886369128,5.06873716841026,6.23869375507545,5.88701271652038,5.95992894735606,6.08279200763028,5.93409084938409,7.41997141794231,7.20620346081064,7.58184178407498,8.62828630065788,8.47786517357376,8.55928902003384,6.31319322392461,6.36807541929078,6.38959429347054,6.78133616417963,7.02050298996059,6.76423918847884
"MXRA5",3.80397144736158,4.12814455942438,3.60329403799153,3.72310724189915,3.89949222834325,3.60445768211923,3.92676636331872,4.0441028572181,4.05101715503128,3.85670601898145,3.84032312476147,4.19635339348293,3.94781929685443,3.67234184982831,8.04607733631049,7.63109245462574,7.72007434751523,6.34770733133674,5.71778652896573,5.90118750352892
"ABI3BP",6.9975894285676,6.70980163056403,7.08685275070437,8.34738282757325,8.63842819682361,9.07186902132861,8.92889500284222,9.13782880818654,3.0161251640311,4.03060501140484,3.05472163558928,4.14259913712363,3.62529639684689,3.88043669260548,4.07498222676666,3.37912143876125,3.96968288140335,3.79257394638726,4.47332695543357,3.86176897758691
"PAMR1",3.69872064488275,4.43630942473316,4.133604614167,4.68750671078753,5.24910051628667,5.15679622909551,4.88470877174221,4.58226380997494,4.17574088129425,4.33986051848127,3.8211600879667,3.6274704652314,3.76154706764701,4.2178464333929,5.29376452538599,5.28092220839798,4.98006888437563,6.41718042443273,6.52647236363253,6.74178621659316
"GALNT3",2.01053262773924,2.12949576246485,1.67989755038822,2.20829644270466,2.37652253903959,2.14650519817016,2.00071061004633,1.97444986688079,3.79163287398814,3.75755627043961,4.5816395746146,5.21653780279831,5.48656226106892,5.73714941912305,2.16315637725281,2.20334967078654,1.98600606584486,2.19958645646644,1.90527810014639,2.26697811083095
"ATL3",6.71244827120048,6.29478268292097,6.77630276016222,6.01351304924046,6.44516480547746,6.82031849135833,6.82399016295379,6.36977541913139,7.11199426798401,7.25064666394324,7.53223463210975,7.64513537936346,8.12077606187037,7.96066213059661,7.69426258917005,7.79484947759378,7.77802829117112,7.11830168326966,7.25350551068081,7.38796304109482
"CNRIP1",6.46498721292058,6.40370497723281,6.7486406329322,6.45172103794587,6.92667716078169,7.06404297925314,6.89609082571404,6.74126291252995,4.789812546761,5.34259525339458,4.85837232474493,4.71833469524168,5.39477122898987,4.54753165558958,6.39428900893636,6.63503590412163,6.47040251111712,7.17376310985928,7.43322201885677,7.14637125769929
"SOSTDC1",4.5187392466794,4.41635544045357,4.12886341496394,3.924017313854,3.83299153856381,3.90252246489438,4.16880371328855,4.58260934235447,4.40051911467897,3.80915926175307,3.8433695594138,4.58583994628878,5.0046249257126,4.40490773907139,5.09162789884424,4.87052819739069,5.03796565634423,4.72666222656191,4.80188551526027,4.53783285969324
"SAMHD1",5.1864131616185,4.73736112114499,5.06765991142473,7.17363009223308,7.37357284439502,7.74915339248979,7.38698479214352,7.88790756226857,7.54997075602662,7.58146582230115,7.49418275019612,6.88409226061757,7.03543374378962,7.19067902164087,6.62863797006209,6.69029603577736,6.58143126073228,6.6224415485996,6.49616411424988,6.69178845892602
"FAM98A",7.61685863759891,7.38701524457262,7.49010301461395,8.02200521971853,8.09906835553148,8.13542332892983,8.20164655718714,8.02339550160746,7.22654232757058,7.04724105895273,7.50476950491286,7.07175241372274,7.12699754637755,7.31707615487111,8.00667065277609,8.09471436075379,8.22112270056325,8.4891971727553,8.5337160082931,8.3684425575536
"KRT23",4.40112699481172,4.95322815570248,4.70881762210082,4.45360637859794,4.46614620159077,4.23957575500928,4.57395917962961,4.33435199851252,6.18868975241772,6.70635705677181,5.66515237739577,6.68801063123091,7.09803367734051,6.82691377503147,4.49699291086093,4.56663626747405,5.00251962358147,4.3842239169724,4.43585612624381,4.6844053382988
"C2CD3",7.70274966168364,7.47842587272161,7.67845693337111,7.39764514258643,7.57055130588438,7.57669036800315,7.52757121161764,7.38171105013596,6.37361234871226,6.17216419116767,6.50083652907289,6.61397986562533,6.53788949404858,7.04264067539168,7.38191398591759,7.30045453772433,6.91000399788275,6.6066621696211,6.47330536809648,6.65478777762529
"SPATS2L",11.6468283281306,11.4344701767286,11.4807871719315,11.2524822133993,11.2709208084376,11.2194477012791,11.3637224895788,11.380920937256,8.773406881623,8.94677510935089,8.8610513610005,9.96226264262115,10.1394748195258,9.9520343872203,10.7557085815505,10.7132860322634,10.8470582733727,10.920247257934,11.0831897940793,10.9473202313508
"TENM4",6.35530022318386,6.25699758247546,6.5831313820291,6.06669278148242,5.80564681874498,5.93616534268092,6.10402550267755,5.70752246306655,6.60223864097597,6.71683204360781,7.11936159682223,3.98763303166472,4.82929929510229,4.71792488272957,3.84337925820893,3.76734277575476,4.47861583676927,3.58280358860191,3.67539217004253,4.43652409886522
"LRIG1",9.01094111020587,8.80575655365992,8.95308949959462,9.01306070252861,9.00015988874932,9.07630705087344,9.02460831980824,9.12961603075384,8.516247069272,8.44275318085671,8.48602303614721,9.05299370007784,8.8600206677669,9.2175788188259,7.62672386946901,7.69583171743248,7.49985888196511,6.60375599665845,6.39766442668795,6.73443939903845
"ATRNL1",4.84609746614812,4.49659576833367,5.05099562726157,5.3293795420216,5.48887112735695,5.80517948844598,5.41071484860841,4.89821077934904,5.48247870232028,5.67765874780886,6.16417686032972,5.39196237946514,5.18703253803776,5.26088710314573,6.51622804276742,6.40650143927292,6.54367754428289,6.53620466495493,6.49526232856161,7.15077035121606
"LTN1",7.66295344274514,7.61501648382162,7.6050401487442,7.46984519582645,7.29539474191109,7.43409798476683,7.44535054435986,7.62938988864584,7.35877895020293,7.61742423914588,7.47178331069682,7.68913011203113,7.77437228350814,7.90920884716836,9.15709110532582,8.9239611847876,8.91927075693761,8.27533711536413,8.33965816451279,8.29855241742779
"FAM169A",5.86219453433828,5.89516711362655,5.99239170649034,6.33158396450897,6.53705937272717,6.48208362010215,5.98370279835591,6.30195218271886,7.12614998801644,7.36442433233144,7.58230334449825,7.18623210589451,7.54578879507698,7.23521136201741,6.62706752274643,6.55547634310628,6.20708470179292,4.1019403756025,4.86023698424283,4.16902424793236
"SLITRK5",5.64160854462047,5.37931580442263,5.74665252943222,5.01173633606298,5.13896016855799,5.2073404828142,4.78787725397641,4.69703040856317,4.76611668669671,4.05686389291876,4.05305959652499,4.31698190999957,4.82208918813561,4.50438094773283,5.14845939414811,4.49856500621305,5.39823770162424,5.9129799115335,5.88748722511665,6.32392447526973
"PPP1R16B",6.55508905105335,6.62915269067531,6.99476079718407,7.54587167063062,7.56126149289693,7.41217939990826,7.23373876572196,7.17056136759721,7.56804124311608,7.08719924896302,7.29748433867034,6.85012946468802,6.98280387949572,6.75956713893565,8.34811045570845,7.96177512680578,8.15411238335768,8.36688482654428,8.02221434711458,8.23993539845176
"HACL1",8.69272817727263,8.21717975043015,8.3662948438323,8.78721317312361,8.77623321481144,8.73908511282516,8.75925790709606,8.69603565984202,7.96954183061865,8.48035321696732,8.25828986132471,7.64305378902161,8.24314625849295,7.90103915736034,8.33407244888993,8.27677845533387,8.3371515428342,7.200138001865,7.18214610029927,7.24495067337468
"RAI14",7.59500705140266,7.85820244740099,7.86336388271209,9.4517721204745,9.28453801214503,9.40697105704462,8.86309123327616,8.90499528365808,6.32570416015406,6.23032469250142,6.47988614050028,6.73062559498671,7.02315274563091,7.20478247889406,9.2340524930995,8.86466844227218,8.68349395531225,8.67240835190084,8.32593807664616,8.7365971707858
"KIFBP",6.27729646408151,6.15515903167965,6.78790797194871,7.33710350599211,7.76315526670212,7.72449029368854,7.61168737086624,7.49415035338395,7.17980576331713,7.43608512371277,7.60279502489179,7.53404152214369,7.53866732135739,7.92039144527156,5.84731260202953,6.14658296795002,5.62001074799642,4.8151591117818,5.06013291561201,5.29822920878129
"TES",3.50888314221126,3.62850072757507,4.24843010183372,3.33157954835922,3.96987811208988,3.23535619273699,3.70197022326203,3.65027853244462,8.58780310625625,8.6259317062003,8.63071453045512,8.10117279302963,7.87851946759213,8.18678088809558,5.28027895742635,5.52337856369344,5.07274161305351,6.65616363038504,6.63306917455788,6.67142222227006
"OR2B6",4.97226379397178,4.6692496757375,3.94393159649288,5.35590595447107,5.47791847098922,5.81500034852856,5.61395123816259,5.55584443231121,4.33691179329925,4.64248937727989,3.72692575340577,4.53692643927036,4.76678677197667,4.76827410599682,4.29320473006131,4.44417967107022,4.78507340749101,5.14188486193098,4.70940123268294,4.25685708076014
"FBXO5",8.5654242917959,8.69986710452397,8.35123025507431,7.42688157966586,7.65964185351979,7.60969968060018,7.80634500809354,8.17952424922962,5.32203522218995,5.72353383690489,5.68451368087564,7.18846618653679,6.91734813325075,6.73757467926182,7.45739707412914,7.73204012034249,7.52654931775427,7.50865911930568,7.2297862660918,7.50596575646722
"FBXO3",5.76473734192351,6.07121836187988,6.3030351982341,6.39260152265784,6.67512841576445,6.51340991814424,6.25543757826319,6.459113334836,7.19143484800946,7.07028859582218,7.29692250562153,7.05051357440038,7.27474161972037,7.30702282136815,6.98372976079784,6.75398714004756,6.91099335916224,5.41045194546559,5.68777093901895,5.6865292643973
"GBP1",3.79941489996205,4.41878418809923,4.4843255120734,7.70648897506401,7.75582740460515,7.67960642650752,8.25794726427779,8.6427737694563,3.29384012378912,3.94367699177701,3.58387696287123,4.85325535173817,4.58098329882358,4.56483566309141,3.39794902609688,3.65605837965978,3.14351887726699,3.39942091648572,3.55259995021357,3.10718504394848
"GBP2",4.57215317638854,4.95485261343217,5.48993044563279,5.94417364610368,6.20338684656603,5.99425243351276,6.30110999383933,6.56365900761098,3.68143312577878,3.94725407029715,4.00238640888999,3.8773311642175,3.98220180145818,3.96243171788629,3.83287257195175,4.43775105050292,3.89901147788993,4.05561905808292,4.37838595125362,3.50537209286922
"HSPB8",4.46503342662871,4.24298898084553,4.75199170276253,6.08699423810207,6.78646452891482,6.48131934374848,6.71107870930608,6.71477335246351,4.88722545665609,4.23047293785413,4.49034352953322,4.40903623922975,4.4216941129625,4.18040095853481,4.95476593365193,5.42906796304189,5.15248619396569,4.72336751268011,5.28308755562741,5.29871738967194
"FAM162A",6.32399868622658,6.54628979444647,6.04966868126047,6.53966425867193,6.52268449565147,6.66420442368084,6.66291208054701,6.50205980520768,7.32815548904835,7.71712392201279,7.56241294138577,7.89110118832263,7.8754618345369,7.36155745901391,8.05892030792198,8.05272327063537,7.81945933147267,6.65714020855464,7.11889684107744,6.78573962553363
"SLC17A5",4.59978960422922,3.71206013780825,3.98250406669602,5.09081072268629,4.83202743158919,5.26030991510678,5.14018099928527,5.21401259765648,6.39792100375631,5.49099056891087,6.03434922227258,5.7119068549444,6.04335661908018,5.501498847386,4.89785637029029,4.57413574168181,4.36840009816317,5.10591436518495,5.34834566368385,4.8836006409117
"CNNM4",6.27259242908722,6.38208246423856,6.75014910779858,6.72182533221857,6.38440051885492,6.50475913132895,6.55653275493509,6.22788974544852,8.40912927665507,8.42779741167907,8.32420394167507,7.0882869513263,7.09832565361917,7.0638844465213,5.89923614908127,6.55846537606306,6.16888503201815,6.22402103286192,6.4624966223897,6.26901101805408
"GCNT2",2.55596316435542,2.09427850009345,2.5030765166424,3.22026911666675,2.72426319111712,3.91653380134145,3.1100808096023,3.26435629092966,3.04100955974808,2.72650285512442,2.52378712332504,4.57533456570664,3.64637251180876,4.40242907043235,2.63583390728993,2.1704091890729,2.55499866543868,3.38625193846208,3.8014546202565,3.94176066433252
"OSTF1",7.08587103064317,7.04756985424914,7.56925685858195,7.39087661914162,7.83713379272097,7.88414847384931,7.83968582129481,7.7861374256346,7.57973288689925,7.58304783981844,7.64411145569452,8.82822247904438,9.14016351227246,9.1312868307612,9.39484019296519,9.63493569933119,9.17895338028397,9.10646115870692,9.11444071436024,9.09965254730752
"MSTN",8.42144958022062,8.24401760750777,8.34772831372179,9.51277580449466,9.65961523201506,9.70059514916443,9.76386332273663,9.74110908142552,2.92278023584164,2.49938279934226,2.66208660067502,2.87806490200227,2.43978224158016,2.39005683665315,9.60540949962572,9.95777225499123,9.68561012254585,7.89310737619667,8.06970500252819,7.97622099728194
"GFRA1",4.98044048561146,4.96100310158082,4.54761937024995,5.48609977685324,5.78847279384694,5.18837156584606,5.47322719692558,5.55896287947431,4.15462830997751,4.05968908072271,4.13399317271,4.31289384833134,4.17166370258902,4.03042882617043,6.50623054686974,6.57599318666038,6.55731922434578,8.26788309729631,8.34962500633685,8.1235833067491
"GHR",4.54133170093555,4.49806035097647,5.0194307546064,4.89901250749164,5.36238399011894,5.40265614532352,4.86037736407076,4.93289941783715,4.74347793175826,4.44999624353277,4.88606738779052,4.89756509462031,4.44187243903641,4.22052632949265,8.51233697529321,8.13801955760606,8.47243496066492,7.26564461568912,7.02040374617425,7.07704774753527
"GJA1",4.31893143968783,4.18020588244446,4.34947219440318,3.79100484042317,5.2156912785858,4.69091304361351,4.5757137181188,3.87671069941745,5.24053049813317,4.68205981233259,5.31870011017829,4.89294329701897,4.6880695384164,4.47757192434433,4.65377904464367,5.26565358363544,5.33781425055231,7.49961808795199,7.33154025645983,7.66702918239178
"DNAJC2",7.41507249205159,7.63813266595043,8.03360136990327,7.86376029827439,7.87137995562428,8.00496676733596,7.93717353486147,8.10428801477069,6.98307842322928,7.18493488485575,7.29301763871455,6.55400568196779,6.72563374540101,6.76055729705133,7.10315839391505,7.29352771095228,6.77587108336491,7.78133993716811,7.41900279280287,7.82270350212072
"ANKRD1",2.90778422110306,2.98575731223559,3.56377882171465,6.46316312813194,6.06881823364537,6.40521805259489,6.19849272399735,6.36223407695881,2.96245494117751,3.11613516176077,2.58005461740071,2.35722560096667,2.34916318056526,1.69995404406214,4.7708585815334,5.61880638496205,5.0890447276201,4.01645706761544,4.4627028722001,4.67273829585816
"TSPAN13",5.62327757494073,5.78791569305111,5.5461908589165,4.92878054167768,5.40281377439725,5.68646888714539,5.49814241553123,5.60058001213976,7.92973775958773,8.59673359122325,8.63499373222402,8.20222155089345,8.39195450116862,8.39600560113703,5.48603088181484,5.70691879404874,5.36705014335764,6.67069162800579,6.38884136188632,6.6426770951061
"FOXP1",9.34420773261057,8.91175707113005,9.23740612319494,8.90787673913462,8.78456919170719,8.89022144367056,8.89670770727552,8.96160346236809,8.15574007358295,8.32957069933803,8.27922860969631,8.95753531464307,9.285579927214,9.49445838425229,8.26630032829588,7.83816927994611,7.67584244763412,7.48822062365619,7.27449544641658,7.28376792407115
"DKK3",6.51289443467869,6.810215384229,6.57244535554799,7.8459813307898,7.86048616350644,7.75353855456414,7.99312350660619,7.94497932571337,6.13031070163747,5.18191501140461,5.87770984085199,5.20210917385222,5.45655620004033,5.57008207972659,7.18415173324962,6.83117416418258,6.56100111846659,6.49258358363205,6.31991191988906,6.58582628336437
"DKK2",5.57028935971266,5.39026377029262,5.81742277386344,5.89988086863793,6.02173614660454,6.05740783357687,5.69237348673337,5.93258661493646,8.23414759438321,7.98644363099144,8.10043277255746,10.9462209698316,11.1368641575816,11.0924423789106,5.15708399951022,5.64227563773663,5.55038075794118,5.60776900348623,5.67658133771545,5.49054422038005
"GPC3",5.7342121031678,5.42997872625965,5.84369042703308,6.94125764192799,7.28523101592832,6.6807217326975,6.84038868064986,6.80531967286562,4.18409863750873,3.72007055605585,4.30642384915104,4.16310140574128,4.77047094426072,4.62440531938319,6.94259988560255,6.80416569820351,6.44114471080698,5.8559852810206,5.8516060930737,6.02814232114651
"PCDH17",4.52434358955845,4.40724049145111,4.69648722431177,5.11584588398315,5.2499675863231,4.59369360445273,5.20618237984955,4.86893310491062,7.16498115567074,7.72729421447786,7.82170611335266,8.46195795963446,8.82530401649556,8.88165660245489,4.80863316701553,4.74503506962218,4.37605570657201,4.94010325137675,4.79744588045491,4.40521689547884
"GCLM",4.92447648741088,5.3493323936069,5.31196786961003,6.32485535011677,6.34419304849737,6.72461665598193,6.29544077462581,6.43405142728713,6.39164205619066,6.27879183867202,6.38070482787519,6.62340064177139,6.72109271054849,6.88496261810283,4.88662377616431,5.31405272981866,4.70723868613239,6.04369849116366,5.92727735453581,5.95138975186736
"RBMS3",4.06641423300709,4.0162049574973,3.69681818680011,6.48218050986258,6.533783417576,6.41728324086474,6.20410060700446,6.09995516834608,3.39965731736977,3.59911509714285,3.87465653663697,3.66146792663118,4.31615335531692,3.68063318769612,5.96833483816343,6.30386937922376,5.7148680563659,5.79547435428586,5.60600191262992,5.8915013514884
"RAB30",3.93243826893473,4.6408880471966,4.61900512810905,5.48981161602122,5.48158561987535,5.64995953789075,5.44552309365121,5.41329757876177,4.40139180695706,4.6223492742173,3.92613832767303,4.6864322823372,4.53355032862979,4.09209725405315,5.51509352102163,5.15422376884013,5.05225622973034,4.83509070459667,5.20963073477324,4.55619987732818
"PGAP2",5.57588028347588,5.81655467669839,5.69888302881904,6.57768656221726,6.56959848919385,6.47037219976803,6.53672811660202,6.57010607606744,6.66740084633495,6.6773006582545,6.94312264637038,6.91347096744159,6.59768156117172,6.63668645435582,5.0951549617565,5.17946602991509,5.10941150820384,5.68384545452223,6.12630765001558,5.32332892129411
"PCDH11X",4.09110013033454,4.1247578384535,4.54265197173715,3.01675852657158,4.04818864685709,3.55537151773942,2.99150145915449,3.35426170549338,2.67728380372655,3.30536584387881,3.17015937834638,3.00848529600097,2.90898863540014,2.88544136408721,2.61090600094708,2.66707820626531,2.54887822355775,4.55787266381261,4.5651897522305,5.00128590601189
"TMEM97",11.0819177999982,10.7785680177927,11.034913179614,10.6514117096527,10.7534809207144,10.7572618122177,10.6455967497751,10.5695716751741,8.44345610460888,8.33498028101699,8.27606636221357,8.76397024924419,8.79096802181268,9.02276436714254,10.9782380151654,10.7474510135768,10.646098607101,10.4644356529569,10.3030745393892,10.1294319779506
"STK39",5.1662634607016,5.31946616265703,5.56519634768711,5.59258716834448,5.86462139840155,5.54447292154793,5.62905724317631,5.74872351041759,6.23245171175543,6.13709956486788,6.39114446861345,6.45432073465748,6.31584611033911,6.58513900766753,5.0063146741322,5.15993602315145,5.01213666517545,5.98267880414998,6.45025759266189,6.44136598769461
"GLI1",6.34115366317946,6.00271811420398,6.08729096971055,5.6813190399415,6.03122683053878,6.01375496925749,5.63223807069311,5.36203250585732,5.68226471745223,5.1949040405896,5.81442293639932,5.88579413318454,5.87254240334891,5.29960516964874,8.00010306463453,7.77239202796623,7.79955586025477,7.03260389273069,7.07125293123797,7.11760009488074
"GLI3",8.31441133264107,8.0076846478727,8.46927743872389,6.81665622583543,7.00542372580038,7.1091302822095,7.12055541696496,6.93138145778107,4.2522771846973,3.81019764486363,4.34282856726038,3.4036860323731,4.00965666561843,4.77748491299712,7.01940257047044,6.84253816812367,7.04566115768752,6.981036968045,6.88666299111493,6.84356708824427
"BIN1",8.07763456721504,8.15099573167328,8.01502158694952,9.00994142780475,8.86814763857853,8.97588494310043,8.97420543933306,8.95882949808614,5.88507175989589,5.86509782281567,5.7048341879083,5.54206485271574,5.57016287047307,5.28550635427482,8.13053215798281,8.12355689005513,8.12570103107748,8.99234281753889,9.03942584574473,9.09089828151313
"GLS",5.94643724323029,5.74885697980582,6.22596435320683,7.28338235041127,7.27731596798484,7.28102112442664,7.30367093255793,7.16038718368908,7.33943420910136,7.25429537390538,7.40168888370246,7.20190801462268,6.90035449244895,7.30447808531304,8.32390653524389,8.23588274356464,8.11457989172193,8.59824547632833,8.4531847078433,8.57519971576302
"CECR2",7.74754975218146,7.44934117953544,7.61788757732531,6.94746175159223,6.96895671204367,6.78660894298784,6.69811160844933,6.49007119432881,3.85286815137204,5.00456199486407,4.10446272035589,4.29429322672993,4.23395026572947,3.85313213317473,6.96951652923283,7.06019288181845,6.96669002252119,6.19064099083964,6.42336241764266,6.28214764785075
"GLRX",5.97624414414497,6.30278906112374,6.30921491095404,7.52228199195309,7.29708307673529,7.4489242564165,7.17744976389654,7.38931516848534,6.65960672630318,6.71293359715529,6.35216425126432,7.32161844483627,6.80753489938062,6.9527327924593,7.77632248697475,7.90560280646432,7.47263839614316,8.00226699637507,7.87290246509341,7.92523556585999
