"","RH41.PS.1","RH41.PS.2","RH41.PS.3","RH41.PR.1","RH41.PR.2","RH41.PR.3","RH41.PR.4","RH41.PR.5","NCIH520.PS.1","NCIH520.PS.2","NCIH520.PS.3","NCIH520.PR.1","NCIH520.PR.2","NCIH520.PR.3","SJCRH30.PS.1","SJCRH30.PS.2","SJCRH30.PS.3","SJCRH30.PR.1","SJCRH30.PR.2","SJCRH30.PR.3"
"BNC2",6.04610819672902,5.50468473978007,6.31894064034841,6.98607091460995,7.11862347989293,7.31273608731502,6.94120508278442,6.87279868942052,4.27985304425603,3.0491164636013,3.82773951147612,4.43928213666406,4.43927337600983,4.10262708436546,7.23765074121793,7.08557274943534,7.0132826718193,7.70250855007893,7.21949083958689,7.57616335073195
"CNNM2",5.98449511076332,6.16824221574692,6.55092172256131,7.07977658436039,6.92413836504781,7.25270877896495,6.86336871049771,6.95207082727859,6.61936256502171,6.92898207381319,6.9548289656862,6.40021743759248,6.13018873694528,6.21797218032203,6.47770127317327,6.13179059380577,5.50484156743794,5.92148982020617,5.53488614655918,5.71756358538317
"SAMD9",4.33386945878648,3.39143076496051,3.8976701484304,7.58199851246258,7.5680132236562,7.83993528759023,7.86816583773858,8.25723859312012,3.37029403186656,3.73004036606793,3.28717715308534,5.28056378419878,5.5786045078746,5.61490887012501,5.0251830104083,4.69814069369241,5.12821165212802,5.47120907639448,5.60912408158241,4.87382857457471
"BSPRY",5.03944069638982,4.64078389482141,4.85658245834323,4.49646753385264,4.87888723420962,4.14403679467415,4.84454613518995,4.68986110304628,5.51603391816383,5.61098350482706,6.01298700793977,6.42400688976586,6.63453983503219,6.78834310249753,5.22937881787668,4.85677608118248,5.13939883003536,5.071854090838,4.89691802466911,4.63322088913193
"BIVM",5.25516376246658,4.54699426305182,5.14266260397639,5.0023571707238,5.57593383380808,5.50898173211359,5.61686252873273,5.30162396089642,7.31936181427841,6.9869559754236,7.47886591630465,6.56440890394704,6.58944731909279,6.87489054955205,6.15081391463143,6.26488572659168,5.73848998504942,6.64584740753723,6.47124947851699,6.82823237644091
"SYTL2",8.98850702106809,9.12680806174872,8.79236663094469,10.1110500025689,10.1322147830127,10.0590105174036,10.2008901919795,10.1252867054131,4.65267210117569,4.74146695311187,4.92055121191057,4.7472350452497,5.80690856284545,4.28092998613345,9.70276511322939,9.78358818054376,9.79055551676884,9.44348404203373,9.63186395253902,9.67771422878229
"TENT5C",4.76230338505761,4.99247623954465,5.16502161571718,5.40641130711997,4.60623278770152,4.60597003651221,4.96763131703246,4.9611384183514,6.9398600432436,6.86807805180356,7.13318369720326,7.60669326561448,7.52086910096337,7.66211747687444,5.51109042180418,5.44565826429924,5.79613125048568,5.37379588372601,5.26824527389466,5.14667044518057
"PALMD",4.84094319537545,4.84785302198905,5.27319927718218,8.67580219702851,8.74296339611129,8.74887762790244,8.77634408104389,8.73900236700761,4.42032062258788,4.51918279481175,4.66048744678631,4.31075576940361,4.49006358330822,3.29045115405509,8.44963434084277,8.39470944692317,8.28077619443364,7.64552450887802,7.53537627096502,7.62479826627163
"UHRF1BP1",5.26974150911666,5.0387489132391,5.86728942513582,5.742733734623,5.90232152512625,6.08174385574458,5.93627205361955,5.9492292464081,7.36384507353918,7.3942187170678,7.59770366567634,6.69966435453653,7.02648101648307,6.96669018247194,5.91935693773522,5.45974949308134,6.01349269872488,6.25025835805032,6.01605341291119,6.19229334603881
"MTMR10",6.17037603225861,5.55481073030321,6.22562200602838,5.65985824905384,6.40359223220435,6.113466126918,6.14350674418401,5.86527782371669,7.20827168522358,7.06065894199253,7.21325090004682,8.415808060834,8.35615731478254,8.60383100556562,5.91122811070219,5.66674722898807,5.45990646335352,5.36037801968914,5.77657720786759,5.44915916953036
"PXK",5.51621100790341,5.72205580069289,6.23260982122776,6.33553333235435,6.50038066539843,6.28608319651686,6.63274617393692,6.22317732855739,8.29230261484064,8.33869367311054,8.41441050671148,7.13575572292811,7.41463137998044,7.66236115212506,6.17387939889403,5.59392731461799,5.85884295543021,5.65321359101341,5.52508290963302,5.68405106047199
"FOCAD",5.64305410448178,5.09560466104304,5.49667390630618,6.07069235145602,5.85767540819079,5.7278734528527,5.69936294337927,5.45720235729632,7.22149692088022,7.17291884983072,7.31904097246293,6.31506690263338,6.77463052016312,6.52407359512938,5.40318406321424,5.54693588270652,5.5754205630644,6.12851059929565,5.99367510141027,6.08470423870164
"SOHLH2",4.92717433560228,5.42903274023182,5.69348674447897,5.45970181312444,5.82714784048021,5.78687959158573,5.79944186120393,6.02981338075471,5.4945412973332,5.12679068052521,5.34529026898229,4.51795116700594,4.04350471146397,4.25593294442583,4.33928480480242,5.01873997700184,4.17699944896852,5.2020084486199,5.48979047260278,5.91362353048375
"LPCAT2",2.97069830537695,3.66918876350461,3.91701834309159,3.23858288095629,3.39070323533934,3.53045697629804,3.05238529957249,3.63138186768132,7.90941055763368,7.68805931566712,7.75681822438593,7.47716373752194,7.62448514813537,7.844299977565,5.934292007477,5.30467029099586,5.08290920345661,7.30232107393172,7.28195416595985,7.05259389494692
"ODAM",4.25920044605738,3.96394986457084,4.53839880365453,4.44950082177957,4.23794479313654,4.22703404797266,3.65019224062651,3.34506612204213,6.95024027960306,6.99379442216082,7.3172395085799,8.74636322719029,9.25637751790573,8.96012713540416,4.26949748357406,4.13881168899357,4.40237754209293,4.58543927534421,4.51326214159917,4.35521699029386
"ZWILCH",6.52173901738514,6.57546510671055,6.77531291706207,6.15051478327445,6.57017576940217,6.65236287946925,6.74556902290582,6.93040193959231,5.51772346262478,5.49590029644418,5.94333215778907,7.21964597699556,7.0198059634212,7.23752176040643,5.95627234773984,5.71312127596462,5.75634471412894,6.02227837973978,5.91041940430082,6.13951749631795
"WIPI1",7.00113984858636,6.75480990316965,6.94847935081226,7.78002653931976,7.8617166433396,7.70430173045661,7.75081470147229,7.69746982755042,6.68976093026468,6.4196412705791,6.31729009593744,6.57370050022179,6.46669631188986,6.61938801780075,6.89806883409352,6.82380742108465,6.80078341751064,7.56327083227035,7.58033982012468,7.76442497949598
"OXR1",5.49713555525485,5.29440507446544,5.31224830576244,5.6353533026572,5.87746527672573,5.39322496469102,5.50881367028416,5.60433647408673,5.54845290393097,5.52327419643034,5.77388262496155,6.48902430546898,6.75993537644584,6.89279373565363,6.38297484926174,6.05749376090264,5.6851755753715,6.56538005270857,6.49489879045755,6.65138183666647
"UACA",7.53522398802874,7.18257241105013,7.17636163823668,7.61002349859275,7.70788190756356,7.69918509393933,7.64268273943854,7.99573453737377,6.90940160813095,7.0672573273463,6.96050739357794,7.0150106711658,6.99946071810724,6.77984927381651,8.37807899239299,8.389554380135,8.66776108753722,8.96342405827081,9.18131143786269,9.17372552016309
"TMEM45A",5.07709718321199,5.19308529611521,5.68854653361211,5.12979200032309,5.73462689584835,5.56264143890678,5.269678152195,5.65777667538729,3.85244871084307,4.84382706428634,3.72803785935989,3.29649434271185,2.93162052821808,2.93040527777398,7.67843687955258,7.997831314649,7.2737555515593,5.6401532862314,5.88957590941404,5.54655445236591
"ARGLU1",7.57567934006994,7.67496184387832,7.92061275836765,7.12439422384474,7.22793669889939,7.24021392936439,7.05877018329475,7.39152047723644,8.93947952612317,8.51733683967454,8.95816204529761,8.47881099028086,8.6339112849587,8.71244818226775,8.4361109378097,8.58806759681472,8.67842763731656,7.86618777352713,7.6705674062905,7.91866405105032
"SOBP",4.68485587372184,4.45415402695839,4.53254559985867,5.7763172085695,5.35644027050135,5.11822367162967,5.33492569760147,5.45768415572204,4.67786695256927,4.91989504797445,4.99401569751275,3.87457368037136,3.92889728831144,3.82993444909479,6.23391130917747,5.78105634820864,5.80368417980803,6.06464057414689,5.63501299531869,6.18752387593599
"RADX",4.05165340356891,3.77513505226443,3.66227674146469,2.98936333182157,3.8096324283795,3.5791020162448,3.75585906488036,3.98744913447926,5.51599078319044,4.86734939594014,5.07899184117718,6.29879140685785,6.47131603756934,6.42937186544614,5.25699459150853,5.29711860372162,5.08568518748397,5.56450600278359,5.85339831693884,6.12187097613537
"SLC38A4",3.13841586786301,2.92628463419101,3.01072620773487,4.22523494057772,3.95196724599272,4.01564672740183,4.09438867532626,3.62078077784463,3.11273240175362,2.89253359052608,2.64425039098643,2.74539561769091,2.72565091505011,3.33887887233084,5.07944184750194,5.60129785628847,5.5187305886542,5.78728361287093,5.87559224807191,5.86796905743397
"SLC6A15",6.91002938877067,6.76322375403297,7.00215846831694,6.16830115875895,6.30951847861355,6.23106471299691,5.96733362275904,6.172249658058,4.94260976573469,5.32234948135214,5.34145149659113,5.34743561271081,4.46552998556129,4.49610746726023,6.02381715733922,5.93603448504125,5.77316567772813,7.42799568365856,7.78682080506633,7.88433588770583
"FIGN",3.60174534394524,3.14104464339073,3.18776352623571,3.67783969923662,4.08341837537356,4.17899128469659,3.87065697597636,4.50461332243667,4.06647175914889,3.48924842075148,3.92017310538178,3.80342216260854,3.4173577861829,3.59922737898878,6.79169065257822,6.46622277389257,6.03436736375737,6.94591601469204,6.72905362020294,6.81088236895878
"ANKZF1",6.96204253631711,6.97329691802126,7.19838361387842,7.31673177499997,7.15116023933105,7.33637113804246,7.16489980885568,7.35653904816645,7.55811955994052,7.31080461518814,7.56304075811207,6.46965889589034,6.73370494115299,6.64698103396641,6.24029170985975,6.29613521035901,6.37806568027177,6.99474277434969,6.26910107983312,6.40973852391139
"LRRC8D",7.17815134931635,6.82891065222606,7.46371112925855,7.90922244115561,7.98629855579577,8.17744660920541,7.99753961626037,8.16790017765237,9.62557014427019,9.53270983998472,9.70446687788521,8.3282867987263,8.46970728171475,8.41553494972689,6.80002101899144,7.13720632290557,6.97433549524503,7.87699443488732,7.76472796328111,7.88923191041825
"SHQ1",7.1053489947868,6.92234763963262,7.15178301598763,7.28820462435175,7.41913646186283,7.41800871558673,7.45095434296261,7.30356562397714,5.81014508973571,5.94441308028202,5.74588022664148,6.47083935641272,6.20557732769818,6.14846839854252,6.75700389964873,6.94775084456819,7.15579439554379,6.09893122665245,5.81174622590584,6.15491517534087
"CEP55",6.13372037878076,6.70610933085425,6.05689898128155,7.06229518502037,7.02836364705476,7.10083262305755,7.13316367158319,7.38105390236673,6.01934413023871,5.66316045353471,5.84467513184715,7.3808534946058,7.21996702008566,7.09899450630213,6.7222302513152,6.80071888126178,6.54902114041416,6.30319403221569,6.51816649770321,6.14117538146731
"SEC61A2",5.69690776600773,5.25821643706687,6.1218770164726,6.28766227174751,6.60410601121843,6.5444199076493,6.53225176475829,6.42238685725283,4.30749049336912,5.45663514403956,5.2009365886044,4.72909634463033,4.71770921957017,4.36842315072786,6.2270538572308,5.61020446527322,5.88954034293317,5.90006875024363,5.90351317984321,5.58677697102142
"LGI2",4.34178871917517,3.81652847113619,3.99919974606898,4.08939569820733,4.50615628427244,4.16695627863855,3.68769791240004,3.94406357407156,4.5127612540756,3.85381989317788,4.16500524757467,5.40290832332382,4.60998754771639,5.447808517884,7.0268352917413,6.78521014673554,6.03787262658939,5.28074275197676,5.19273642887566,5.36136542773004
"ZNF532",3.59171757719023,3.35414510020024,2.57660082000727,3.25498967387816,3.69782521336135,3.56689895478414,3.47965058001245,3.5244473837674,7.63533060681193,7.41962666055373,7.76339006274049,5.55716622297767,5.47449123072552,5.90194360087984,7.14641920480495,7.02861496722124,6.89521802911215,6.89170323747837,6.53705842834606,6.53036536157082
"P3H2",8.05366715062895,7.37114859181313,8.33123791652748,7.06827478819022,7.80572214996575,7.35158625087778,7.45547901540738,7.58504723125803,3.33482007053808,3.38449654792827,3.9927952509379,2.65291608890586,2.55127108348632,3.54876785080804,7.5240494118287,7.48582761767756,7.49332080171976,8.36403132123582,8.58708870019434,8.36484489472478
"UBA6",6.65247317299757,6.01742135066737,6.58180013332696,6.08737497972944,6.25178729401318,6.30867095141092,5.7404846644106,6.14897414199824,6.08619557316409,6.38212748173028,6.63931642871804,6.31658317773939,6.71731115126377,6.80807975797405,7.93016226025475,7.56781700885825,7.6120591083159,7.14236283233226,7.26709034628973,7.29171570715207
"KIRREL1",6.4403751891285,6.33520571189474,6.64758271011189,6.44195055626377,6.53802073270904,6.48856772222778,6.65502170739666,6.33156217772102,5.86625288040748,5.58991280968283,5.02134148556446,4.60342115513562,5.04352504205843,4.3499911118123,6.56227929139976,6.40908562155152,6.7263745454093,6.91206104698393,6.80519089154503,6.84221293750531
"PACC1",5.9888677991561,5.79404176013162,6.22672747816086,6.64721923548128,6.94286665477251,6.95399860393894,6.57577327050814,6.62870542420091,5.71857939390036,6.06355689349212,6.29143414299759,5.79164616221036,6.05635412745845,6.35367385230792,6.8392985144769,6.97269263051303,6.38480241802861,7.46183140059859,7.15989682114817,7.4531023057688
"PCMTD2",7.45848600158629,7.10342120654652,7.15434948342758,7.63983079386447,7.57550559919917,7.65978829612261,7.51837218014114,7.28521974694838,7.24860763240322,7.27247604628894,7.43527760363295,6.39279593293045,6.35962881062972,6.42220478994194,6.62301514390686,6.50266675206422,6.36992560830699,6.63194527748107,6.48064765550867,6.64654238319018
"TMEM19",7.99921225214758,7.93821969603889,8.2003162570036,7.37617233669974,7.53066258581499,7.44857004117453,7.26357091618872,7.39899717260803,5.53513726472941,5.30974847041014,5.63041084551627,6.20743562598731,6.35819038772048,6.39934870617812,7.21920298113908,7.33085437541679,7.1553940784855,6.93896811846793,6.69711778856101,6.88811061845127
"VPS53",6.69457581129465,6.45437168117685,6.44159398493395,6.49407730897649,7.04329313890521,6.74617222355197,6.74426956774471,6.86747304655955,7.60413142836667,7.22425807439243,7.69015264123441,7.34710438704435,7.42747520978991,7.39242804361822,5.76840262454471,5.95008028012527,5.87460736575611,6.55326030310254,6.60147877348505,6.59604167498017
"PGM2",7.07125405994229,6.88007232434863,7.03252827945611,7.03008897009344,7.06446354150657,7.16160202343742,7.18166138219696,7.18135561812193,7.2567384036394,7.39011860138925,7.20024294714565,8.07042131858985,8.23854336567349,8.24969295064008,8.01889961738267,7.82410963041692,7.93101221925705,7.44906989279764,7.68902235817111,7.76394824361612
"FGGY",8.75451508204935,8.63566456509151,8.66124882850515,8.81877739873624,9.04616096428203,9.07263799853741,9.03975579118088,8.99028470808319,7.57397392946745,7.75993725271105,7.92768156077032,5.09538101802586,5.33792134894321,5.20506884834665,6.92651721150748,7.28633764636113,6.83761938353426,6.48791487091546,6.31515807415417,6.57705395948359
"TBC1D19",6.50904209298426,6.70792616717377,6.8134480232462,5.88407946663069,6.16346283243552,6.31776801491025,5.87845981394313,6.26978421672501,5.18195572582451,5.21079807834438,4.91917254538551,5.31015628530502,4.72738364657623,5.1276053658402,5.10858510381847,5.48552623967985,5.45672430850474,6.64467966211446,6.45165741025307,6.56443705352048
"DRAM1",2.65378228406004,3.18806502049301,3.04213563335339,4.51814863953412,4.9065430971542,4.55980328975209,4.87783270182767,5.00627039759055,4.27063866940107,4.30329978239019,3.92492787401449,3.68165844591609,3.70018872058069,3.63642412171559,2.6201603368367,2.71526790316525,2.35289457046026,3.53703764876949,2.6020566903942,3.24519311813658
"ZGRF1",6.68894168647705,6.53956136986348,6.45623382200674,6.08335272249795,5.87809890696823,6.22489748395464,6.18228329379721,6.07794018385022,5.76539267611351,4.84294292520481,5.34448503026932,6.70325548490283,6.85207365972633,7.1720768540316,6.55407155979878,6.18645422220053,6.36647317847991,5.78312110752223,5.66681804769941,5.86487088772673
"STRADB",9.62021128623316,9.46067618889012,9.51910725209079,8.93708794699033,9.37134873286697,9.28745937213884,9.07474424457757,9.40465427482639,7.58340987766976,7.75103404977935,7.79927989000627,6.34237279463589,6.8173018858703,7.05541922141999,8.09694271241683,7.85830042421355,8.09374650305229,8.87440638325205,8.70073818727787,8.67293838297546
"CAMK2N1",7.23787904247697,7.52812333238844,7.36761644829938,8.23156997562327,8.40856303033338,8.36464494288487,8.42862104041969,8.62811000808335,6.87314421727833,7.46225270503021,7.43497860492805,7.47498983487121,7.71118052847759,7.62093135992973,8.5212207153799,8.34332504476034,8.36196261251674,7.76635549356868,7.88912408303102,7.84615652742208
"CSGALNACT2",5.63838108482661,5.42755696061143,6.07498103174925,6.33887464682118,6.83490873167934,6.50523242630706,6.39129063527009,6.65282118022741,6.78743840607446,7.04884494795744,6.79556902855983,5.77697418767628,5.71116141240958,5.92117198946906,4.85718099956088,5.55074598021597,4.84833702429613,6.20643639589503,6.15257449056182,5.99479745748541
"MACROH2A2",8.05827633500266,8.32264978104713,8.58560128997357,7.26832432431834,7.47367346157163,7.50931155581702,7.63350846836389,7.67338305440352,8.80981877158933,9.02119448471251,9.07696477770309,7.69981263606109,7.54802854436529,7.69731128743357,6.22535108483248,6.17359752919363,5.9690978199936,7.12299349097206,7.370816507374,6.94089503364654
"GALNT10",5.97036857043242,5.76372064383737,5.80296914578704,7.30776041437147,7.12455428038647,7.10991922912419,7.04592944488643,6.96818493190886,10.9600845547421,11.0526536489144,10.9996671928073,8.18750467229132,8.17794925929888,8.17670564901679,7.65464992796383,7.64746183406431,7.65479155252634,7.0179515330134,6.83095775556076,6.93091166415341
"PRIM1",8.63083387784501,8.58947127362672,8.53280016175243,7.51970442791791,7.79806178585212,7.92270712500698,7.7595510367494,7.69624471748055,6.66614939865019,6.3605142396122,6.34968716018602,7.03297598260792,6.82359727947309,6.98617490328591,7.69513028748394,7.8815020956799,7.63177635221706,7.50317821626235,7.51291326824952,7.39051113581839
"NAGK",7.8703395440041,7.61174516304985,8.02884700191986,8.60300451208782,9.08047170653781,9.06082918833525,8.78538533383219,8.7914240224631,7.05900312845173,7.28658757975127,7.44017549155037,7.35678623620523,7.34508474460032,7.2512103796246,8.72592974241693,8.66836894142235,8.51153805617821,7.73504097909158,8.09772898996421,7.79530000300864
"SUPT20H",9.44716731504974,9.00622774940524,9.43404361175495,9.5810959261658,9.83088327039066,9.77324024465497,9.80434837973155,9.85104042047723,8.63118276199657,8.69928302078734,8.69813053596427,8.30689194258428,8.51496378253841,8.5173452757301,8.70051750599798,8.5014121163772,8.19434728924377,8.89504477353599,8.8141892304147,8.80268992288108
"TENT5A",7.15442655559059,6.71339475501648,7.35543144690103,6.47233194521479,7.04023818476509,6.82444750960349,6.31696614598442,6.34697661304675,5.36824217838189,4.82858263495313,5.18316178413387,4.12760210475299,5.02679739638898,4.7563720282658,5.86672927109275,5.5349631188555,5.88979311023518,7.0630880836649,6.65033841759459,6.66771727014673
"CARMIL1",5.83652486581142,5.36173970870329,5.61420591469157,5.75337745329205,5.92195625878781,5.86412028696045,5.62236992558112,5.78317637975842,7.59378298618398,7.2093114660547,7.65417534752318,7.44698304972708,7.63829354039412,7.79080431167673,5.13251226178078,5.15071008012115,5.55774724450207,3.82249678352928,4.57699037497359,4.09715240997306
"DOCK10",7.0861600915771,6.84895982286629,7.24110397644457,6.50471221723843,6.70058405702373,6.68312582494147,6.43946865726699,6.30009457702528,3.07698929437042,3.41674988736997,2.80876287665722,3.13321892270185,3.49199435550861,2.99620419737414,4.76327934088238,4.98220386686715,4.63248735711378,7.27571856523283,7.04428109679562,7.55937923543861
"STAP2",3.84428548244782,4.15425911562449,3.50915915888406,4.17631280406949,4.81197341164279,4.24463517777525,4.25964960388894,3.94186599706704,5.71647378920342,5.89836641464256,5.7084213664668,7.62752585811091,7.49724902918974,7.98844569783701,5.37112027236278,5.34650794162216,4.99982032884979,5.24487134346927,5.43725431039102,5.36944545144972
"PRKAB2",6.60267420506497,6.74349418397235,7.22690146291096,7.02796886889833,7.41204020603587,7.2243440628783,7.22259888224788,7.21263141235384,6.13874553205743,6.51563946693172,6.31464687577598,5.8986953734938,5.93340778481266,6.30382855037466,6.14970791801934,6.31781066067148,5.62411974901093,6.4412703128818,6.19227210314203,6.62746197911497
"PKIB",4.09629057979852,4.48191729783423,4.25434994070626,5.05458375423736,5.2343845393932,5.1814535862337,4.83029541389671,5.08439364712928,3.41299281861231,4.2305719125434,3.96780353839539,3.87561424442856,3.93988407415893,3.61914606551699,3.8492842103177,3.80212847187386,3.79684942394929,4.4249806288532,4.60470904952325,4.51158589958836
"ZNF334",5.84583563017588,6.08886574532022,6.23908839142827,4.68041917213595,5.45467968532927,5.19635256837469,3.93206843823437,5.14623031762942,3.61940252011529,4.25426849105216,4.92993858022047,4.65142946443424,5.44967341383614,4.74264578352431,3.24641224998459,3.20555641132196,3.40349773028055,2.96160448494469,3.69551587772239,3.28875502824094
"TENM3",8.11203917573657,8.15518715329666,8.2981331918367,6.62873241958708,6.91781820565168,6.83721832079086,6.31997112693688,6.73496365082253,5.38752779473608,5.5521996783314,5.42748495537336,5.27424971363061,4.67381182725153,5.56247807246712,8.14000072230592,8.01702575498429,7.96077000579702,7.78716959129097,7.65932393469186,7.99131133927028
"DOK4",4.92092646985401,5.11447278187938,4.87956500937691,5.24987789896252,5.30289197393329,5.30690618432435,4.93020198944377,5.23880952220938,4.97507388388448,5.70266145842427,5.51497571415475,4.89566290925805,4.54439829271362,4.81350673887169,5.26028199639563,5.77498307176892,5.82089644390119,6.47640058263005,6.06450279665151,6.2912833086358
"SLF2",9.37763014263954,8.88907785116637,9.13195453189452,8.67152105732967,8.92652841095323,8.86621522344739,8.81986177390013,8.81780885231918,4.79401358099075,4.84872094181501,5.16987450507503,5.88642860556876,5.84062136479969,5.83712190609934,9.01733022830592,9.03187463772646,9.08184424963315,8.65502601859819,8.69812839402716,8.62067005315963
"HHAT",5.75654613884603,5.73116143542556,5.46956753169555,7.2861739191303,7.28116859628943,7.11523347343733,7.27044179951771,7.10791999956125,4.43159597504042,4.64158229373663,4.71645567121491,5.28829010677159,5.36046312424325,4.67695602935788,6.92880702492859,6.69987285058388,6.84147433215257,6.59742973631529,6.74281102109699,6.72396202994914
"ZFP64",5.90048822204516,6.35253086785008,6.49977626078126,5.27261052853002,5.48245741441433,5.14736217091567,4.98569010038683,5.26911252804562,6.29368857264579,6.42905533738958,6.84499765222226,6.3092516503025,6.57225818303363,6.30419689484427,6.20236436068061,6.00751458155066,5.87929358444673,5.45148317814506,6.01056184554307,5.7238601436117
"CHFR",6.58194101284514,6.5002334430679,6.85340483104412,7.16288143182716,7.33529081416851,7.20223658940786,7.02765425119316,6.8522779520997,5.96504130153956,6.31800086920613,6.14961230217815,5.86924388259181,5.84964478039243,6.30818713662252,4.94629614433099,5.06326818253858,5.31367775467705,5.67098902296841,5.90275623991751,5.75049786095279
"CNDP2",9.645229656621,9.54822852165954,9.33956947546492,9.92273278997994,9.79849163450722,9.91419786338734,10.112081134236,10.1449494860944,8.76501711470773,9.00770653790505,8.94027771359896,8.17923545812711,8.01787799673935,8.09693209758255,8.47786611352396,8.70610082988763,8.76493697290938,8.69338377618145,8.66512937029238,8.7611295995439
"SEPTIN11",9.48619544849236,9.28515791500374,9.46873429358186,9.37016887198586,9.33598211042514,9.33000154837193,9.28310637139419,9.2519171010063,7.71743170390884,7.76773341309384,7.67292058697315,6.38802439399409,6.09715336150735,6.29339848325186,10.2073284576113,10.1779173306459,9.9260682782914,10.2164227603353,10.1509594569365,10.2931266781618
"DHX32",7.24936022141785,7.40869037279037,7.30072871959718,7.545917167794,7.68532804691567,7.77933624052501,7.87386031150551,7.67585380875236,6.06450169053628,6.12859460263448,6.15760316095281,6.02383102185216,5.65258698195712,5.92627767418663,7.14089116334191,6.96848858813039,6.4302856569832,7.48169893508449,7.35445075315917,6.85898599296562
"MCTP2",2.69488813938457,3.19239635508372,2.99295838291944,3.27376007926127,3.79064993072507,3.65420855901313,3.26857091794256,3.44757763029583,5.29177573131488,5.39179967175398,5.99925129501155,5.15555857859298,4.97276369517551,4.86899598552777,3.26701283773098,3.94485267464887,3.66835424700518,3.83452548723949,3.76592786428119,4.41317173113249
"ZNF415",5.990719435072,5.91465275907721,6.37966907726138,5.47657796631878,5.45235092196544,5.31555013885377,5.40892942371553,4.93056768407579,3.45980448338934,2.98680194923786,4.27701326341608,3.45109936811676,3.6643043394417,3.70461002703077,6.79676561042412,6.7142353222936,6.32912115991118,5.95071671603456,6.27852744747733,5.99413104771914
"MBNL3",7.36219296643606,6.93715340824679,7.58393759581159,6.45036976927597,6.60455504912806,6.59676568914812,6.33343800605649,6.42246526155048,4.76582061470879,5.33314926885363,5.38619056532422,6.03704292105337,6.29360205555176,6.09355184392128,7.36546434084614,7.40853889964261,7.14952354344703,7.73868140112278,7.49521783026501,7.62512790167088
"SCN3B",5.85489084977265,5.98150004394496,5.88094348711418,7.85118755679881,7.61114951182551,7.52225889707164,7.53960274936959,7.51228758777292,5.44099672994112,5.74311444197304,5.58748653976768,6.25590350688707,6.38480277576322,6.73240782181263,5.67041241222003,6.08504626812167,5.79265648346444,6.54567168547862,6.23598637530577,6.4381316483501
"PAG1",5.40514845418309,4.8514845002267,5.02850928297669,4.95247878012811,5.55351552683472,5.99253033298063,5.38320614879933,5.54108682904613,4.63392928368364,3.56541081165844,4.1647788633668,3.1766327994074,3.54698793621182,3.45702649173781,4.41022824741553,3.50655268377001,4.02921963196697,5.47067622016168,5.29319642316555,5.04598628182599
"DCAF6",7.0173138562441,6.98784042173758,7.33519619424167,7.99983838185386,8.02670346851703,8.09557974240699,7.72570103629805,8.02584036133735,8.94038306508324,8.85947400405244,9.0736451976027,8.94634726457457,8.85311947520427,9.13571470996572,7.972709012849,7.81571449352955,7.74929527396759,8.24650715483798,8.07167140749866,8.30953051707092
"CAND1",9.63028039183323,9.51027059875121,9.45222757506014,8.73731810441284,8.66867856375438,8.79565466899005,8.85427133160748,8.95682656346429,7.02494784047255,7.08512945663473,7.37872663933523,7.31182383952776,7.45634970364269,7.69131081830256,8.47416777352201,8.50173911166359,8.68384342433377,8.33383719521106,8.25582518052832,8.22755772006666
"ARHGAP15",2.79932196896696,2.8800748621211,2.87142877160114,5.40945269723753,4.80187144755679,4.92638800605428,5.2739609541082,4.56732687120298,1.93140761449889,1.96156432518259,1.82013768916909,2.01143809593552,1.87845120103566,2.01883666284404,2.05668992549713,2.42103136901904,2.02096384818787,2.30078614806536,2.08479248378677,2.1185683887816
"ACOT13",5.89441184586271,6.08679790923051,6.55258715539041,7.22100156215475,7.3877931087944,7.32301525487409,7.24893596649298,7.29681773393931,7.87124122798077,8.2302073914911,8.29551139479471,8.11507862061947,8.34680083392716,8.18078007947977,6.34378039240684,6.56558680503025,5.95175638409377,6.99132200723069,6.75743226483128,6.95359854230892
"BEX1",6.86046519374036,6.92048132463361,6.84226430104126,5.9774895674359,6.44662239918923,6.18897837080063,6.19759442452174,6.38362771811689,5.36489074808022,5.75259354077981,5.68001990034987,5.95842656316212,6.01466923623664,5.69250054424667,4.35287282147258,4.39571029630331,3.97949608967227,4.01973548642416,4.00506546639746,4.24891841907127
"PRKD1",5.03810045229571,5.02739682993518,5.21654810701466,4.14632299686035,4.09140541619023,4.24686959210958,4.06353816021183,4.27086554666515,5.53903284349139,5.47247008117294,5.4173508239676,5.8751865981844,5.67284961421128,6.21780730640545,6.487660431653,6.34812190048561,6.19276925764935,6.70681122260412,6.57992276176797,6.7123119769966
"PRKCQ",3.89405322632498,4.28008211735385,3.77148024324088,4.91164351547132,4.7251178760732,4.86711699762214,4.26324191108855,4.26222666591869,6.73550594715355,6.62310547639112,7.12193565630074,5.00411098408343,4.97337135825233,5.17875454395749,4.71751942730045,4.83184886148402,4.41884919258466,5.21060651445734,5.42425502475477,5.59816957382843
"LMO3",5.70840314671615,5.69547377686676,5.62515640608132,5.16844815306616,4.96585540271963,5.58517165159281,5.48610394885496,5.49123717102495,6.94816577962781,6.94795190958474,7.07111097802541,7.92703305866727,8.01724694073504,8.18310638703025,6.50377483521939,6.60724333625227,6.62004985687133,6.21735279408668,6.30239075441849,6.51279551080303
