"","RH41.PS.1","RH41.PS.2","RH41.PS.3","RH41.PR.1","RH41.PR.2","RH41.PR.3","RH41.PR.4","RH41.PR.5","NCI-H520.PS.1","NCI-H520.PS.2","NCI-H520.PS.3","NCI-H520.PR.1","NCI-H520.PR.2","NCI-H520.PR.3","SJCRH30.PS.1","SJCRH30.PS.2","SJCRH30.PS.3","SJCRH30.PR.1","SJCRH30.PR.2","SJCRH30.PR.3"
"TC1300009984.hg.1",5.64160854462047,5.37931580442263,5.74665252943222,5.01173633606298,5.13896016855799,5.2073404828142,4.78787725397641,4.69703040856317,4.76611668669671,4.05686389291876,4.05305959652499,4.31698190999957,4.82208918813561,4.50438094773283,5.14845939414811,4.49856500621305,5.39823770162424,5.9129799115335,5.88748722511665,6.32392447526973
"TC2000007336.hg.1",6.55508905105335,6.62915269067531,6.99476079718407,7.54587167063062,7.56126149289693,7.41217939990826,7.23373876572196,7.17056136759721,7.56804124311608,7.08719924896302,7.29748433867034,6.85012946468802,6.98280387949572,6.75956713893565,8.34811045570845,7.96177512680578,8.15411238335768,8.36688482654428,8.02221434711458,8.23993539845176
"TC0700007905.hg.1",8.63671528691185,8.46450498808641,8.5328080658587,8.0907633987858,8.42202585462913,8.48784533441701,8.35455643397303,8.10407402119836,6.06199849897873,6.14120438199187,6.2777087605105,5.61811936600428,5.68902603104391,5.84603066136409,7.42726260489271,7.26065791564991,7.46767303379923,7.28579277576406,7.21165698684733,7.3422482531262
"TC0600008562.hg.1",7.19473776924984,6.91697358865866,7.19415459293679,6.79218237636608,6.95476751191364,6.97627784227215,6.8227669763628,6.69043423401216,8.26067458709812,7.74278391261276,7.91956560450452,8.02349271925548,7.60578777308649,7.90623954940692,6.85459728059367,7.1949817350209,6.90948443642394,6.80131624436444,6.90425897966866,6.84005484610703
"TC0300010411.hg.1",8.69272817727263,8.21717975043015,8.3662948438323,8.78721317312361,8.77623321481144,8.73908511282516,8.75925790709606,8.69603565984202,7.96954183061865,8.48035321696732,8.25828986132471,7.64305378902161,8.24314625849295,7.90103915736034,8.33407244888993,8.27677845533387,8.3371515428342,7.200138001865,7.18214610029927,7.24495067337468
"TC0500007114.hg.1",7.59500705140266,7.85820244740099,7.86336388271209,9.4517721204745,9.28453801214503,9.40697105704462,8.86309123327616,8.90499528365808,6.32570416015406,6.23032469250142,6.47988614050028,6.73062559498671,7.02315274563091,7.20478247889406,9.2340524930995,8.86466844227218,8.68349395531225,8.67240835190084,8.32593807664616,8.7365971707858
"TC0300009247.hg.1",6.06649024739913,6.07355139333438,6.4784613457763,5.81281981176744,5.29675119195643,5.78723207263673,5.40585262080481,5.27503469348363,4.47293094435528,4.49061957748143,4.71102939364546,4.94804473935818,4.42318836550861,4.75788849537447,5.98826624119877,5.82007406387937,5.93264502760197,5.68108540139096,5.81491416329109,5.79272805685097
"TC1000010831.hg.1",7.10735984635102,6.76476588492086,6.90462492362899,7.35234148303519,7.63552816430965,7.79987754581586,7.79421428640462,7.55838258454962,8.42663477728876,8.49992048340163,8.69064155663491,7.99823355834352,8.37412250346938,8.36079726564308,6.60761424414216,6.50399545748765,6.3969023723005,6.05438196275463,6.3159172562251,6.36343914975461
"TC1400007620.hg.1",5.9500360164025,6.1477330828803,5.35932447077753,5.3042680926559,5.60577145013004,6.05102582875731,5.74204162632073,5.45283820885537,7.03195915419747,7.0679559080905,7.08065973980263,6.6879575061205,6.53835948361933,7.11552106360435,7.01012369220377,7.23581966510147,6.85365794218928,6.91723483879314,6.71011152016108,7.02686081037861
"TC1700008549.hg.1",8.78151949020432,8.27350584821977,8.2430387441133,7.64621216256567,7.65757882105844,7.59017522332047,7.71905415799708,7.70267932769507,5.94631797553852,6.16570593721801,6.15761011503432,5.79781522527562,5.95526219365942,6.02979114543528,7.0360054922902,6.60772681149989,7.1325625507524,6.79817504045085,6.88298844510711,6.46534151104562
"TC1700007319.hg.1",9.59088701741227,9.03201754792051,9.48845927513896,9.11190786547012,9.19223885739599,9.19377882751077,8.92733223894887,8.82113505007791,7.91847982951364,7.95833275950498,8.07052445538377,8.05855914832104,8.06752197373956,8.14226956201975,9.19064239734011,9.02745667467971,9.13010754135169,8.81507189623634,8.71520379249828,8.73688819244766
"TC0100007406.hg.1",7.83551449910028,7.61460649719405,7.71355064912123,8.013327937897,7.86791826571744,7.7746467473436,7.86894661130699,7.93327442241352,5.87810680297661,6.29662670971422,5.63800197206826,6.27535752579944,6.16998425323217,6.49261823202518,7.33444376968604,7.0887447604523,7.41773275997423,7.47364208535575,7.21502293151461,7.04332695673488
"TC0200009612.hg.1",7.91989039028639,7.91003761710323,7.74256631165746,7.80262446103394,8.0140539872854,8.20148128344541,8.02618619167424,8.21799425211137,6.72424695000331,6.786225665784,7.26894417150697,7.13271197038377,7.11170956879807,7.1831081764126,7.22765327226091,7.17113170816565,6.95488813414019,7.52033816759741,7.62168200757529,7.69568567062166
"TC1000007878.hg.1",6.27729646408151,6.15515903167965,6.78790797194871,7.33710350599211,7.76315526670212,7.72449029368854,7.61168737086624,7.49415035338395,7.17980576331713,7.43608512371277,7.60279502489179,7.53404152214369,7.53866732135739,7.92039144527156,5.84731260202953,6.14658296795002,5.62001074799642,4.8151591117818,5.06013291561201,5.29822920878129
"TC0700008868.hg.1",3.50888314221126,3.62850072757507,4.24843010183372,3.33157954835922,3.96987811208988,3.23535619273699,3.70197022326203,3.65027853244462,8.58780310625625,8.6259317062003,8.63071453045512,8.10117279302963,7.87851946759213,8.18678088809558,5.28027895742635,5.52337856369344,5.07274161305351,6.65616363038504,6.63306917455788,6.67142222227006
"TC0500013241.hg.1",6.61347422044576,6.65042323607299,7.43548484985015,7.28962647930314,7.60245022783087,7.52208824028757,7.50094180096259,7.30443332124235,4.59727985232199,4.24788413737629,3.62829217609595,3.73334310248827,3.80763344637819,3.97811379245485,6.00382864306843,6.01803081544126,5.64584708097003,4.90076092897857,4.84472844494996,4.97533224679944
"TC0900010637.hg.1",8.13625739888895,8.20595185091378,8.11615047840659,8.0969362181911,7.85670690051752,7.77258230925008,7.99096520305492,7.83107791669487,5.63506000956107,5.35153620118047,5.54749113255316,5.19418233131756,5.14025022763244,5.40259643784929,8.03829280526865,7.95693937509947,7.90004837742221,8.28097004606601,8.3848707860607,8.14829650091575
"TC1700008690.hg.1",5.48812054436551,5.06122545063077,5.27690096280757,5.54133199809375,5.62896976667182,5.53552686770017,5.11505492101743,4.89096216574869,6.69685654724998,6.3538802684485,6.87322396052326,6.65447070784364,6.5645069480912,6.83318455238578,5.57945985728708,5.76432348971815,5.58864964411255,4.74633041641266,4.65511083018939,4.66622305498188
"TC0600007387.hg.1",4.97226379397178,4.6692496757375,3.94393159649288,5.35590595447107,5.47791847098922,5.81500034852856,5.61395123816259,5.55584443231121,4.33691179329925,4.64248937727989,3.72692575340577,4.53692643927036,4.76678677197667,4.76827410599682,4.29320473006131,4.44417967107022,4.78507340749101,5.14188486193098,4.70940123268294,4.25685708076014
"TC0100009621.hg.1",7.66593012238607,7.89485161736984,7.93882333794103,7.29601678779762,7.20811285881773,7.37660339439477,7.00008781179454,7.27634704068695,11.0173667513181,11.2445848562859,11.2689396779451,10.2101806536793,10.3838616429374,10.3581551307822,8.80186674186796,9.01900679692355,9.00295112090939,9.53651581877213,9.40691553927565,9.40912937335754
"TC0600014194.hg.1",5.54839178699331,5.83837628345823,5.34136178423047,6.31740203675802,6.14082085121788,5.84709124802816,5.78778148818961,6.4278971369272,3.18929211223,3.44549622859047,3.64144023333506,4.05414570125653,3.81643295055891,4.2162086217765,6.1374169839514,5.7980985329707,5.57216138108785,6.13174223053192,5.95049298017604,6.09819663004678
"TC0600012647.hg.1",6.19631720215151,5.66450743189576,6.24732861346474,5.57251975454698,6.05458403318314,5.72499740117067,5.8026988589371,5.74005894642648,7.59175927578072,7.67800026586967,7.89368555395114,6.79744474973785,6.85404551673879,7.3017129669226,6.10624784819062,6.36919194655891,5.83510878771629,6.22853609603996,5.75076997662891,5.78254778307947
"TC1800006905.hg.1",5.4280353630539,4.81588083741177,5.41503060077262,4.54521485406752,4.56773512907286,4.35297507663736,4.20267267354794,4.42438477025192,7.10757647631423,7.14313040655056,6.95689855044931,6.66211804213796,6.13380035338512,7.00036438313138,3.87948979858339,3.85614252255835,3.61851870457872,3.88747599619168,3.57595824143157,3.20704765993842
"TC1500010736.hg.1",8.29032213884926,8.31714742561826,8.35289239742256,8.29122618778131,8.17304201348968,8.23833437652292,7.9535611238532,8.07042008603824,9.1181699294346,9.05109090795932,9.04659546508021,9.39632184329509,9.25977980881752,9.36280021645634,8.76173692657989,9.1211177172705,9.03131917642189,8.55127756482356,8.98049021368522,8.95276837888832
"TC0800006447.hg.1",3.70171595151513,3.85424456360702,4.31348769012586,4.07285000727145,3.81212421375002,3.68504480834049,3.45133613306972,3.78384331542987,4.53520856393457,4.24506128462665,4.13260907263594,5.30095607762519,4.56047887595717,4.55152299454232,3.52237665336056,3.47674281343518,3.33646955123341,3.09636798299526,3.39836163604152,3.42472813602414
"TC0500009599.hg.1",6.59284947507758,5.95907610231462,6.32303587603531,7.1165441565201,6.91803449272233,6.94029687784244,6.72525232939265,6.90964980029931,7.73340159983049,7.64829295999965,7.57340897565452,7.79584216016589,7.63776502271426,7.73101327041713,6.71978901830454,6.8125764830246,6.7536313224233,6.20814844550701,6.14895988993362,6.24716251744156
"TC0900012227.hg.1",8.18291031547846,8.13722328809459,8.20640155614521,8.01612997026374,7.89839830655819,8.15272992850446,7.98305434598985,7.87580062880557,6.27026589047853,6.3521815620306,6.30887043235914,5.87798657083797,6.03042859407344,6.10889819370173,7.40137910438476,7.17710081875559,7.48078130040863,7.25428113829597,7.37395845413082,7.29745347941765
"TC0600008272.hg.1",6.09905264542737,5.83209673368894,6.28190405783316,6.3530541044546,6.34978149694005,6.31899411001099,6.00996509910435,6.03681764762465,7.16845546277623,7.26949601453219,7.19682027755276,7.83299759120978,7.79988661716683,7.68512163111839,6.2967853700161,6.30402156139173,5.97256018325912,6.07555696272908,6.38352719107628,6.271513489793
"TC0400012452.hg.1",5.5407156022573,5.42820853088355,5.58256187964331,5.95080927856145,6.09046025242001,6.15237531735719,5.42883485410579,5.93077721489243,6.60129079760117,6.96223516398032,7.2257623869061,7.23609563757115,7.11776054276939,7.11515197934813,5.64733915591302,5.8573011820677,5.15137283817661,5.81479961766737,5.62224274711256,5.32365380130298
"TC0600013602.hg.1",8.5654242917959,8.69986710452397,8.35123025507431,7.42688157966586,7.65964185351979,7.60969968060018,7.80634500809354,8.17952424922962,5.32203522218995,5.72353383690489,5.68451368087564,7.18846618653679,6.91734813325075,6.73757467926182,7.45739707412914,7.73204012034249,7.52654931775427,7.50865911930568,7.2297862660918,7.50596575646722
"TC1100010491.hg.1",5.76473734192351,6.07121836187988,6.3030351982341,6.39260152265784,6.67512841576445,6.51340991814424,6.25543757826319,6.459113334836,7.19143484800946,7.07028859582218,7.29692250562153,7.05051357440038,7.27474161972037,7.30702282136815,6.98372976079784,6.75398714004756,6.91099335916224,5.41045194546559,5.68777093901895,5.6865292643973
"TC1300008329.hg.1",8.72243039010765,8.24258998667004,8.5979783672892,8.28051392699328,8.33502163251911,8.25684395022478,8.24410233580667,8.23724017718624,5.59606814158248,5.58998172412488,5.93453552209948,5.74650173989744,5.57863959691739,5.66949569954504,8.36873038485876,8.08570882762917,8.08525068484673,8.05952379012053,8.04729572982099,7.83986153057487
"TC1500010864.hg.1",9.30001583763711,9.16067284855182,9.40364024142567,9.44857837377401,9.53150756745802,9.5332570875183,9.48811269801326,9.56104991285495,5.58877567427861,5.31843451588204,5.92553324078961,5.06101747277967,5.29963027186605,4.88372514393532,9.77538677323986,9.69946472569721,9.72152715824397,9.78112053842198,9.84750278475005,9.69313364716535
"TC0100008797.hg.1",4.28651225857227,4.44842797112574,4.36275245774146,4.70212764726288,4.71486416021639,4.91761698223503,4.91432084053036,4.92596575217731,3.8445598117497,2.73373220899976,3.05551549556883,2.84761475365435,3.18161273270533,2.9345751706663,6.80402319582672,6.67668527487491,6.4417592407539,6.72510393213171,6.5435046522412,6.53639631906668
"TC0100018502.hg.1",8.853495286497,8.81950766676156,9.15760921937923,9.41145761002541,9.23768057507815,9.47110630226069,9.32547032983582,9.40684832767814,8.36268473648232,8.17222618832854,8.27873085836787,8.28546640845352,8.37141960800075,8.70167855028068,7.97278204168739,7.68079101771732,7.40887127795829,8.2319967264759,8.0260392205307,8.00917439158332
"TC0100014852.hg.1",3.79941489996205,4.41878418809923,4.4843255120734,7.70648897506401,7.75582740460515,7.67960642650752,8.25794726427779,8.6427737694563,3.29384012378912,3.94367699177701,3.58387696287123,4.85325535173817,4.58098329882358,4.56483566309141,3.39794902609688,3.65605837965978,3.14351887726699,3.39942091648572,3.55259995021357,3.10718504394848
"TC0100018451.hg.1",4.57215317638854,4.95485261343217,5.48993044563279,5.94417364610368,6.20338684656603,5.99425243351276,6.30110999383933,6.56365900761098,3.68143312577878,3.94725407029715,4.00238640888999,3.8773311642175,3.98220180145818,3.96243171788629,3.83287257195175,4.43775105050292,3.89901147788993,4.05561905808292,4.37838595125362,3.50537209286922
"TC1200012714.hg.1",4.46503342662871,4.24298898084553,4.75199170276253,6.08699423810207,6.78646452891482,6.48131934374848,6.71107870930608,6.71477335246351,4.88722545665609,4.23047293785413,4.49034352953322,4.40903623922975,4.4216941129625,4.18040095853481,4.95476593365193,5.42906796304189,5.15248619396569,4.72336751268011,5.28308755562741,5.29871738967194
"TC0300008551.hg.1",6.32399868622658,6.54628979444647,6.04966868126047,6.53966425867193,6.52268449565147,6.66420442368084,6.66291208054701,6.50205980520768,7.32815548904835,7.71712392201279,7.56241294138577,7.89110118832263,7.8754618345369,7.36155745901391,8.05892030792198,8.05272327063537,7.81945933147267,6.65714020855464,7.11889684107744,6.78573962553363
"TC0200016159.hg.1",6.25450918774618,6.6356519424667,6.71325898222088,6.44039159876201,6.74359801578554,6.7880939897217,6.5109625989517,6.3972268092973,5.7446370040437,5.57755093538364,4.88344453576267,5.33437901333943,5.69939636223061,5.38562356957014,5.96823507675193,5.91481096784063,5.70651910635177,6.72335920516432,6.75337253533681,6.46425595477977
"TC1400009239.hg.1",4.15216087823584,4.03924857598864,4.14817918309939,4.04473059071035,4.40105573212335,4.55498155637066,4.35620167529599,4.4157134338526,5.15370971522171,5.49348718083228,5.57993228354631,5.82226549459754,5.23117571753222,6.15922391521062,4.31507549361697,4.21722280214187,4.10653147378052,4.53019178810532,4.79690901105694,4.82365763568405
"TC1600009943.hg.1",4.34745979896188,5.06532115351176,3.90980243204551,4.70159130269742,4.63219706296807,3.91251528550048,4.62131308981167,4.82743047838471,6.05807279901114,6.14890565994434,6.26707282181239,6.48789076139674,6.21501398986104,6.31736282552401,4.07629465468142,4.2235194134838,4.85521163227198,4.54649785919808,4.76864627761647,4.86996014171185
"TC1600009865.hg.1",7.56436196840936,7.73483251710975,7.28654628703705,7.29469768573594,7.45457638222105,7.2623017333968,7.59848121463479,7.4147468108338,9.08646076745033,9.51218664684218,9.50230535544941,8.63217973222661,8.76607988320919,8.6894854912477,7.36989001862678,7.43745349415911,7.51312489798842,7.25006120197538,7.79739342198695,7.3458599165214
"TC1100011157.hg.1",10.7189740944612,10.9627742735403,10.9644224748958,10.4380643617175,10.5847505859246,10.5779348154997,10.4186998460258,10.4212537734894,8.97826227459113,9.11806772954344,8.9374175365222,9.2579939026325,9.13097386746543,9.17980816012371,10.7353504406848,10.7865297019998,10.7773902896599,10.7521896065681,10.795150009145,10.669139509992
"TC1400009481.hg.1",4.62772945616788,5.04289467250752,4.55872841262505,4.82431381441672,4.47481974470838,4.0435433412675,5.01107829234919,4.42529286580074,5.23513178082053,5.3851625308842,5.44222112345009,5.37582910611888,6.05677462105906,5.80119598506886,4.53396678739616,4.2055896745921,5.01962729242334,4.05488609974488,4.6391011339302,4.59699771387065
"TC0900012141.hg.1",4.26879674904477,4.03846095593438,4.56411899965199,4.23973344425335,3.94259159709038,3.99794575291701,3.77261310901003,3.81043693223394,7.2815968970958,7.16984437807377,7.77815287593129,7.20042811610103,7.25938460024664,7.30607910644578,4.51946822123857,4.4978872880876,4.18720739951092,4.32114839670345,4.44983170660308,4.54387842183916
"TC1700009256.hg.1",8.54361133245113,8.67915269704609,8.5429948104272,8.65274081071878,8.5691344518508,8.56469175140192,8.37097816658775,8.63739704117613,7.86198063792729,7.78526651133175,7.75786447460579,8.09460684737179,8.12926576706023,8.13300176963737,9.56952900815321,9.48618597070869,9.50286070037619,9.03242569198507,9.0172412668095,9.15542000105116
"TC0600012299.hg.1",4.59978960422922,3.71206013780825,3.98250406669602,5.09081072268629,4.83202743158919,5.26030991510678,5.14018099928527,5.21401259765648,6.39792100375631,5.49099056891087,6.03434922227258,5.7119068549444,6.04335661908018,5.501498847386,4.89785637029029,4.57413574168181,4.36840009816317,5.10591436518495,5.34834566368385,4.8836006409117
"TC0200016494.hg.1",6.27259242908722,6.38208246423856,6.75014910779858,6.72182533221857,6.38440051885492,6.50475913132895,6.55653275493509,6.22788974544852,8.40912927665507,8.42779741167907,8.32420394167507,7.0882869513263,7.09832565361917,7.0638844465213,5.89923614908127,6.55846537606306,6.16888503201815,6.22402103286192,6.4624966223897,6.26901101805408
"TC0100013800.hg.1",9.21442455012038,9.12596976179808,9.36580810212738,8.95815699857061,8.96535770211209,9.07411254798115,8.92596744269111,8.61249961703525,6.24677119025036,6.10116319492845,6.19181141283083,6.32557791475396,6.10521643712343,6.63452075366908,8.29357209247702,7.79658563059778,7.79532897754642,7.74668807722922,7.46265536800636,7.62002577592017
"TC0600006918.hg.1",2.55596316435542,2.09427850009345,2.5030765166424,3.22026911666675,2.72426319111712,3.91653380134145,3.1100808096023,3.26435629092966,3.04100955974808,2.72650285512442,2.52378712332504,4.57533456570664,3.64637251180876,4.40242907043235,2.63583390728993,2.1704091890729,2.55499866543868,3.38625193846208,3.8014546202565,3.94176066433252
"TC1100012959.hg.1",8.52100860046285,7.89709488634489,8.44704741056284,8.296425462642,8.41802441591749,8.39346934276536,8.52292899776057,8.48307360589247,7.44730293288134,7.48266251208909,7.64173058966959,7.43400054507163,7.58808177332851,7.75857456809322,7.81299105784503,7.50148525401763,7.53439110274313,7.6623622551026,7.69919138697752,7.61286190518587
"TC1300008272.hg.1",6.93382963369004,6.83443734802311,7.12245391461876,7.44396281418849,7.37223799987342,7.38927508590745,7.46895720346558,7.32803934436282,6.31294783178682,6.2063025891738,6.23557240758445,6.25502463405038,6.30728765391038,6.15945596852904,7.42156046974685,7.63076783711262,7.51462113040083,7.2745226937362,7.16212212911815,7.43497684649421
"TC0600013604.hg.1",5.00128103148349,4.91109630354101,5.46745481563809,5.29005261540673,5.71002476361471,5.46002531629417,5.1101045939708,4.39119633759188,2.83899710468285,3.05525762996844,3.01589744967004,3.1549985852852,3.02823511539619,3.49876972023354,4.91389756950144,5.13659772999145,4.94684524122336,4.89110511498839,5.11228047923139,5.29594833467937
"TC0X00011333.hg.1",6.39066780648436,6.67945707143271,6.38292758391012,6.76500084476821,6.52249249488462,6.67878842609351,6.90578038634725,6.79142906894486,5.81855661087292,5.91645033405428,5.69527609468472,5.71162801011269,5.66819789102981,5.07820470731837,6.51275221221669,6.71379485821963,6.86604347426077,6.88221623106208,6.63332404777345,6.77240180159474
"TC0900007604.hg.1",7.08587103064317,7.04756985424914,7.56925685858195,7.39087661914162,7.83713379272097,7.88414847384931,7.83968582129481,7.7861374256346,7.57973288689925,7.58304783981844,7.64411145569452,8.82822247904438,9.14016351227246,9.1312868307612,9.39484019296519,9.63493569933119,9.17895338028397,9.10646115870692,9.11444071436024,9.09965254730752
"TC1100013174.hg.1",8.64429162615584,8.8216624466414,8.72937808916928,8.6579221089156,8.75934262849688,8.75473798530053,8.77357164526772,8.91469369449182,8.6294450876198,8.81064228964963,8.8498852868164,8.35206355767419,8.3034018057214,8.4346421023751,7.09724778288875,7.17921261851067,6.9691262798258,7.05374864269436,7.07622293530747,7.01377085915706
"TC1500006788.hg.1",7.83030440517759,7.30699308976,7.88305713887786,8.35447950187968,8.45227156259177,8.32969952819526,8.49333978978919,8.41563565817403,6.40591663450297,6.45678628940219,5.20479449519008,6.09079252711634,5.6807748408174,5.78778612795369,8.38905721652411,8.18259440429165,8.02758911788848,8.49335539523402,8.15626280382471,8.2279585678855
"TC0200015221.hg.1",8.42144958022062,8.24401760750777,8.34772831372179,9.51277580449466,9.65961523201506,9.70059514916443,9.76386332273663,9.74110908142552,2.92278023584164,2.49938279934226,2.66208660067502,2.87806490200227,2.43978224158016,2.39005683665315,9.60540949962572,9.95777225499123,9.68561012254585,7.89310737619667,8.06970500252819,7.97622099728194
"TC0400011298.hg.1",4.6889163157485,4.46961663967145,4.75732456005339,3.97791603770454,4.33099012323241,4.35275859699862,4.48327371798313,3.96102788262276,4.98959799999437,5.47928753453458,5.46838427984248,5.34097940083968,5.17090066175407,5.09376568114684,5.17755163274539,5.74119983740336,5.11685399975463,5.2660333863086,5.78292702029756,5.67771816523517
"TC1600010406.hg.1",6.80310698074512,6.41026558611057,7.07021730232376,6.48193916610138,6.55772583472424,6.50080309649261,6.30057923338027,6.48836107751283,8.49173158887735,8.71137662101449,8.48397174586416,8.24605497225008,8.2089926484457,8.20960019932614,7.50591100478972,7.60391311701053,7.54955112075455,8.27369202532721,8.23845527110708,8.27649593134195
"TC1000011923.hg.1",4.98044048561146,4.96100310158082,4.54761937024995,5.48609977685324,5.78847279384694,5.18837156584606,5.47322719692558,5.55896287947431,4.15462830997751,4.05968908072271,4.13399317271,4.31289384833134,4.17166370258902,4.03042882617043,6.50623054686974,6.57599318666038,6.55731922434578,8.26788309729631,8.34962500633685,8.1235833067491
"TC0700008292.hg.1",2.17070907230858,2.04284750039535,2.01909909045996,1.87552504954457,2.37851237260274,2.22807831406796,1.93587633054791,2.24080486129848,2.97605960522515,3.36189101330765,3.42327223054279,2.56803051024768,2.80685362836764,2.90385680388059,1.97986537173325,2.79907372872814,2.06896772142191,2.48870938865493,2.26557500455531,2.1231381153095
"TC0500007258.hg.1",4.54133170093555,4.49806035097647,5.0194307546064,4.89901250749164,5.36238399011894,5.40265614532352,4.86037736407076,4.93289941783715,4.74347793175826,4.44999624353277,4.88606738779052,4.89756509462031,4.44187243903641,4.22052632949265,8.51233697529321,8.13801955760606,8.47243496066492,7.26564461568912,7.02040374617425,7.07704774753527
"TC0700008747.hg.1",8.05950525145446,7.6201354000928,7.73965834675671,8.45266557024893,8.38482920150947,8.27614994716685,8.17709107374906,8.25464431367548,8.92756013947704,9.06385207419887,8.89941677742507,8.62534360363687,8.76735739327424,8.80574787635811,7.81857448045134,7.69679934306703,7.72573503435148,7.74883129443934,7.78685095383942,7.92941359652971
"TC1300006861.hg.1",5.71396360065846,5.75358138803826,6.03012180565206,5.19334491626875,5.99212313799385,5.85816799762879,5.6664636100145,5.78054366135891,4.91259911146956,4.50490162320904,4.42568487702317,4.71087796181463,4.77050912883887,4.16792917923946,5.52665302170553,5.81123119842778,5.31251729552347,5.50363399073737,5.82110166522846,5.6504365589254
"TC0600009310.hg.1",4.31893143968783,4.18020588244446,4.34947219440318,3.79100484042317,5.2156912785858,4.69091304361351,4.5757137181188,3.87671069941745,5.24053049813317,4.68205981233259,5.31870011017829,4.89294329701897,4.6880695384164,4.47757192434433,4.65377904464367,5.26565358363544,5.33781425055231,7.49961808795199,7.33154025645983,7.66702918239178
"TC0300013865.hg.1",5.90599313124766,6.29356457653191,6.10413546124814,6.41228906270238,6.15845312773763,6.56578430710622,6.29546140769055,6.45849033789055,7.15108318370393,7.42784685971602,7.51936380343791,7.33073569728509,7.52136938321166,7.69807253638384,7.2825045188928,7.51504250801482,6.81817039705943,6.35980340909235,6.88616451511328,6.80194075983324
"TC1000011050.hg.1",8.36115048705684,7.89481032351994,8.37632450382502,8.4505417737755,8.88547841038542,8.74149622024284,8.81345385642324,8.8232580277307,9.34562201921026,9.34622952286958,9.38048397269559,9.10726969838064,9.24295270850086,9.38748434603884,7.80799192870262,7.70336765033194,7.40639285515161,7.76338327815451,7.89330750094508,7.81796494745104
"TC0100008271.hg.1",7.42333468371191,7.21514771562225,7.53945711213457,7.98243468291568,8.08311750102496,8.09315314978354,8.00510780363082,8.0338952121474,5.60699406679621,6.2991350881222,6.23930244708881,6.55650939582737,6.50224566907094,6.76603292994054,7.8723545581473,7.79472070671139,7.4924242367953,7.33815023332259,7.24358532385498,7.43558691498858
"TC0300009459.hg.1",3.82280763172514,3.88353766015248,4.46276580082912,4.82097621163335,4.92114370407913,4.73534454570602,4.04795640967701,4.42103672254099,5.79425971472221,5.68873154126634,6.10872252105876,5.90153961693031,6.43908639713533,6.56015169430576,4.81682961981147,4.17669345822672,4.16210086212788,3.65892124981028,3.91821335294917,3.99246573200468
"TC0500009211.hg.1",4.7506998394078,4.48657126196257,4.72114853927587,5.40909255097169,5.4496517404516,5.22685583742246,4.80644522900448,5.66335507509324,7.78102278844246,7.65074143910763,7.92845929130399,6.7896060399592,7.32908722205267,7.68809140522587,5.70870756863389,5.88909064703855,5.82132303333878,5.0981802586992,5.32772161568469,5.00806697274761
"TC0700012122.hg.1",7.41507249205159,7.63813266595043,8.03360136990327,7.86376029827439,7.87137995562428,8.00496676733596,7.93717353486147,8.10428801477069,6.98307842322928,7.18493488485575,7.29301763871455,6.55400568196779,6.72563374540101,6.76055729705133,7.10315839391505,7.29352771095228,6.77587108336491,7.78133993716811,7.41900279280287,7.82270350212072
"TC0100010335.hg.1",8.09197226498778,7.90984281590184,8.12787790686776,7.86448365450325,8.02594771587913,8.23104972737851,7.95449159858533,8.08191953683472,7.48270010979771,7.58869385002444,7.62718497531244,7.38045268602554,7.35081615885104,7.6484174950907,6.37654158394492,5.79748124143927,6.46084523257261,6.79377619782749,6.80410661369372,7.04541515378287
"TC0200015764.hg.1",7.5339401558407,7.35869962929478,7.62023187430825,7.56034842641487,7.66846378637732,7.80651272577487,7.67729505908855,7.68872173297676,7.67869453693978,7.7607825331686,7.79383073314216,7.28914408601655,7.04290277061074,7.51676896412937,6.44945797520609,6.90558676775538,6.32320504458986,6.47602166701294,6.58414036662982,6.71139535304166
"TC1400009709.hg.1",5.03380435900362,5.31026188832325,4.72121787811754,4.73009227776672,4.95046517288261,5.22831296689546,4.94315204947018,4.8760709179255,6.17554961971252,6.15335276608938,6.35937761479024,5.9910335699883,6.20223045842135,6.07055284198384,5.65392413232207,5.3669828530731,5.4976781741748,5.86019497215691,5.77804313239233,5.92600827358465
"TC0300008824.hg.1",7.45335333950357,7.50283512684351,7.7540308934104,7.23447479947403,7.30781881222235,7.35503247456886,7.03126631877114,7.28575144866367,8.79862650179658,8.7604064457418,8.90776374523404,8.68321332599598,8.74288437001129,8.63953771466135,8.13064755244592,8.1001337017221,8.04303929835502,7.33718190816949,7.38416545636934,7.76189016720955
"TC0X00007559.hg.1",4.53895057056044,4.42366887702364,3.98834394289604,4.26204180319233,3.88837661095375,3.79888999683511,4.26704171590419,3.90440703231912,9.43902369286682,9.67956012519064,9.74108613573491,9.86282933890305,9.86388412974499,10.0047779583686,3.95326561435872,4.5770718664359,4.4276109535973,4.66920254196529,4.10173088499592,4.2273850112884
"TC1000011400.hg.1",2.90778422110306,2.98575731223559,3.56377882171465,6.46316312813194,6.06881823364537,6.40521805259489,6.19849272399735,6.36223407695881,2.96245494117751,3.11613516176077,2.58005461740071,2.35722560096667,2.34916318056526,1.69995404406214,4.7708585815334,5.61880638496205,5.0890447276201,4.01645706761544,4.4627028722001,4.67273829585816
